x,y,z
94,1803.152955187614,1
85,1494.1856843093935,1.02020202020202
63,873.3169274009156,1.0404040404040404
59,747.1313233217891,1.0606060606060606
78,1165.5852327462908,1.0808080808080809
51,593.0809123039894,1.101010101010101
84,1456.5634493155162,1.121212121212121
57,684.1764436603216,1.1414141414141414
83,1429.72566602039,1.1616161616161615
75,1239.7760740373535,1.1818181818181819
66,962.5530437437071,1.202020202020202
89,1659.0928233843292,1.2222222222222223
61,835.9578902419636,1.2424242424242424
66,929.3465174865382,1.2626262626262625
54,681.022919725355,1.2828282828282829
95,1791.3507113045034,1.303030303030303
92,1726.4086980590564,1.3232323232323233
71,1093.6301794326573,1.3434343434343434
58,741.2087072854052,1.3636363636363638
54,639.399514622645,1.3838383838383839
57,716.4860955185849,1.404040404040404
82,1395.3331875583856,1.4242424242424243
81,1312.5215779880862,1.4444444444444444
85,1544.4125422605307,1.4646464646464648
75,1203.5030461983522,1.4848484848484849
87,1542.950421151976,1.5050505050505052
91,1670.4453126938347,1.5252525252525253
62,755.9413216630409,1.5454545454545454
84,1424.6914497988444,1.5656565656565657
54,512.1134609680736,1.5858585858585859
79,1194.1026037160057,1.606060606060606
79,1297.3309128234048,1.6262626262626263
57,624.801376769111,1.6464646464646466
73,1043.9506154047335,1.6666666666666667
68,888.3010992119689,1.6868686868686869
70,946.2065858439724,1.7070707070707072
70,907.7526325532972,1.7272727272727273
91,1680.9998668064466,1.7474747474747474
58,602.6748484095447,1.7676767676767677
93,1648.6894680903497,1.787878787878788
70,893.0264685771123,1.8080808080808082
91,1658.162567604901,1.8282828282828283
99,2003.9889054569423,1.8484848484848486
95,1850.2972053356796,1.8686868686868687
85,1402.9976107778689,1.8888888888888888
76,1225.6635396002578,1.9090909090909092
53,585.1791615127705,1.9292929292929295
53,556.1321191693937,1.9494949494949496
89,1620.8386280252896,1.9696969696969697
65,902.1785778454242,1.98989898989899
83,1405.995945741494,2.0101010101010104
72,981.5648820563199,2.0303030303030303
95,1863.9300391391976,2.0505050505050506
72,1036.2659826087056,2.070707070707071
95,1897.4734636870467,2.090909090909091
63,893.6317983413388,2.111111111111111
58,716.830219695932,2.1313131313131315
56,723.2895980495205,2.1515151515151514
99,2004.1195451007397,2.1717171717171717
91,1688.8847608839033,2.191919191919192
97,1941.8051549203842,2.212121212121212
89,1668.4796518064575,2.2323232323232327
64,969.203838350889,2.2525252525252526
96,1961.74601304959,2.272727272727273
64,943.2207823740432,2.2929292929292933
55,694.4986269795037,2.313131313131313
61,807.800046081722,2.3333333333333335
92,1778.308057432622,2.353535353535354
79,1278.841063829263,2.3737373737373737
67,895.089389784429,2.393939393939394
65,849.4669356378197,2.4141414141414144
56,753.9167690574235,2.4343434343434343
86,1446.6247334776383,2.4545454545454546
56,663.338173753405,2.474747474747475
62,770.3168903747681,2.494949494949495
96,1810.8330315508033,2.5151515151515156
58,717.1610786388883,2.5353535353535355
57,657.7364578382653,2.5555555555555554
61,721.9788872145891,2.575757575757576
63,798.3196757888999,2.595959595959596
76,1136.820978262787,2.6161616161616164
86,1469.2092711462662,2.6363636363636367
99,1888.7451911175435,2.6565656565656566
70,955.0390358363948,2.676767676767677
91,1701.725359822887,2.6969696969696972
59,659.0025847859105,2.717171717171717
90,1565.47511929652,2.7373737373737375
57,627.3736146281012,2.757575757575758
79,1250.595810940316,2.7777777777777777
50,500.90165910334457,2.7979797979797985
76,1111.497920930934,2.8181818181818183
82,1342.0381592935455,2.8383838383838382
57,624.3128313183929,2.858585858585859
93,1746.6004165198126,2.878787878787879
71,1010.6425411849581,2.8989898989898992
91,1631.261028700524,2.9191919191919196
57,690.4883316705752,2.9393939393939394
77,1201.9077142454,2.95959595959596
67,885.0857520273302,2.97979797979798
56,638.8486928735894,3
