x,y,z
97,1924.9488936161906,1
58,688.3526093743693,1.02020202020202
56,632.2095965572732,1.0404040404040404
92,1807.1859787488238,1.0606060606060606
77,1199.4087323217304,1.0808080808080809
64,871.4040610990728,1.101010101010101
94,1832.1779002661015,1.121212121212121
97,1918.5976959958778,1.1414141414141414
78,1280.2097789277043,1.1616161616161615
71,1034.9347601970276,1.1818181818181819
96,1906.1811935205571,1.202020202020202
98,2022.095332793332,1.2222222222222223
74,1083.4777527964059,1.2424242424242424
76,1224.1311040874941,1.2626262626262625
86,1541.6253551189227,1.2828282828282829
82,1456.457343199843,1.303030303030303
60,843.1648317893333,1.3232323232323233
94,1820.595958397477,1.3434343434343434
83,1460.7260036787477,1.3636363636363638
79,1340.1057717792974,1.3838383838383839
62,844.0455078180225,1.404040404040404
66,924.66365506282,1.4242424242424243
56,749.9098559858039,1.4444444444444444
82,1424.8144634801763,1.4646464646464648
65,881.0092105451788,1.4848484848484849
59,720.8363845208443,1.5050505050505052
72,1049.120427181763,1.5252525252525253
58,667.9290126908264,1.5454545454545454
57,668.6806963439469,1.5656565656565657
73,1099.3719824456684,1.5858585858585859
57,672.5850924956501,1.606060606060606
95,1836.1176766137557,1.6262626262626263
62,760.6100952228245,1.6464646464646466
65,756.2543022826908,1.6666666666666667
81,1297.2363610441619,1.6868686868686869
88,1519.6138959826355,1.7070707070707072
94,1745.5452540615186,1.7272727272727273
60,708.9895336729307,1.7474747474747474
86,1480.6095857546784,1.7676767676767677
57,581.5466942042531,1.787878787878788
50,477.01319128750106,1.8080808080808082
60,688.3839501423018,1.8282828282828283
52,466.06051085013377,1.8484848484848486
59,709.9824738318857,1.8686868686868687
83,1447.3860906229636,1.8888888888888888
74,1065.286214786898,1.9090909090909092
77,1212.0811581812682,1.9292929292929295
60,836.6357656587688,1.9494949494949496
93,1700.8724825849874,1.9696969696969697
97,1880.5514049152935,1.98989898989899
89,1658.1559026408513,2.0101010101010104
82,1350.1872776083499,2.0303030303030303
59,677.6078081528727,2.0505050505050506
50,543.0269351286854,2.070707070707071
94,1794.4124794010327,2.090909090909091
93,1749.7351127031015,2.111111111111111
90,1735.4942216554841,2.1313131313131315
60,755.7438854606758,2.1515151515151514
50,561.2046450470818,2.1717171717171717
79,1339.6159430883695,2.191919191919192
79,1366.0397949730548,2.212121212121212
99,2005.2680918813408,2.2323232323232327
57,712.4382050425808,2.2525252525252526
84,1457.3718731542906,2.272727272727273
60,749.0112787609406,2.2929292929292933
97,1985.7989764779406,2.313131313131313
69,1127.320105013369,2.3333333333333335
66,930.2680129389025,2.353535353535354
83,1408.3876923579642,2.3737373737373737
55,643.2905531701546,2.393939393939394
63,830.9322002538909,2.4141414141414144
90,1687.2556147440125,2.4343434343434343
54,587.4962492251207,2.4545454545454546
90,1634.6007268398914,2.474747474747475
62,834.6517730641609,2.494949494949495
78,1243.260195560749,2.5151515151515156
69,1010.8849279371138,2.5353535353535355
77,1265.5689914982504,2.5555555555555554
92,1725.2856859567532,2.575757575757576
64,813.1255931070249,2.595959595959596
99,1997.7976735966363,2.6161616161616164
64,785.2084659389537,2.6363636363636367
78,1249.1187236477197,2.6565656565656566
71,1017.9267446005592,2.676767676767677
96,1843.8088398119496,2.6969696969696972
70,928.7159486604123,2.717171717171717
68,901.3033176853937,2.7373737373737375
63,769.4181810020111,2.757575757575758
88,1595.302150359041,2.7777777777777777
88,1490.7842114377358,2.7979797979797985
81,1331.0328666220307,2.8181818181818183
61,666.2104091112143,2.8383838383838382
90,1585.752827335526,2.858585858585859
54,543.604595055428,2.878787878787879
74,1013.281244994375,2.8989898989898992
96,1773.2751051951127,2.9191919191919196
82,1359.6882168677141,2.9393939393939394
54,535.6908333246903,2.95959595959596
71,1002.9837961308116,2.97979797979798
85,1462.4167242682777,3
