x,y,z
80,1323.4724470065044,1
94,1817.082245225189,1.02020202020202
98,1904.6211287785513,1.0404040404040404
60,772.6044855128027,1.0606060606060606
82,1404.7162077409628,1.0808080808080809
89,1576.2310446159784,1.101010101010101
80,1366.971496014911,1.121212121212121
75,1156.7972514146654,1.1414141414141414
56,684.225711611105,1.1616161616161615
61,789.8246562358496,1.1818181818181819
56,751.115926857266,1.202020202020202
100,2117.282950209199,1.2222222222222223
58,806.3239334285415,1.2424242424242424
69,1039.7655674614502,1.2626262626262625
78,1292.9333994973665,1.2828282828282829
76,1234.0919915641648,1.303030303030303
91,1726.3674470805709,1.3232323232323233
73,1154.0999439792108,1.3434343434343434
95,1810.34177277221,1.3636363636363638
52,541.0311042091747,1.3838383838383839
53,559.5280092731573,1.404040404040404
63,815.9489796321875,1.4242424242424243
87,1554.067850660625,1.4444444444444444
60,768.4838913185253,1.4646464646464648
94,1866.842726645899,1.4848484848484849
51,507.47805320452017,1.5050505050505052
82,1331.312504391957,1.5252525252525253
50,524.9942374947851,1.5454545454545454
79,1224.5224258497437,1.5656565656565657
93,1754.049880025453,1.5858585858585859
81,1309.2135029971937,1.606060606060606
58,665.2485162757395,1.6262626262626263
58,602.1220727643135,1.6464646464646466
86,1495.3528603854643,1.6666666666666667
77,1174.762182735464,1.6868686868686869
70,1023.5764230046951,1.7070707070707072
63,759.8541127253332,1.7272727272727273
67,848.6810638650571,1.7474747474747474
73,989.7383791781502,1.7676767676767677
74,1135.5869819636268,1.787878787878788
80,1290.6924043477404,1.8080808080808082
82,1314.8935088153069,1.8282828282828283
76,1163.4191938019123,1.8484848484848486
59,689.9379815449897,1.8686868686868687
57,702.3068604735967,1.8888888888888888
83,1360.422570802057,1.9090909090909092
78,1199.2586685952203,1.9292929292929295
97,1888.3067221292597,1.9494949494949496
68,922.7543152000744,1.9696969696969697
98,1940.6672554050874,1.98989898989899
78,1199.4963367257753,2.0101010101010104
67,903.4464108064114,2.0303030303030303
67,880.0688763605174,2.0505050505050506
76,1247.8609342295128,2.070707070707071
71,1068.698684769483,2.090909090909091
58,750.8953853320872,2.111111111111111
92,1703.320940606432,2.1313131313131315
66,901.3947624098753,2.1515151515151514
69,1071.5158033740265,2.1717171717171717
94,1898.754168951859,2.191919191919192
85,1569.2484434397534,2.212121212121212
69,1030.137581796772,2.2323232323232327
97,1919.8140857010003,2.2525252525252526
83,1406.0108634841577,2.272727272727273
97,1972.7889998602525,2.2929292929292933
75,1118.885845533354,2.313131313131313
95,1910.7785843472539,2.3333333333333335
63,846.0819454767881,2.353535353535354
53,607.2555534829582,2.3737373737373737
80,1229.1700141759525,2.393939393939394
69,939.9200621956427,2.4141414141414144
97,1945.9079017135334,2.4343434343434343
55,646.691419758006,2.4545454545454546
60,700.0922606691892,2.474747474747475
54,645.2017617434087,2.494949494949495
88,1508.9325101043385,2.5151515151515156
60,735.9078584346078,2.5353535353535355
99,1993.4325687546566,2.5555555555555554
87,1510.3826062226728,2.575757575757576
54,587.2421883176045,2.595959595959596
57,610.5368159826617,2.6161616161616164
87,1495.5357032626607,2.6363636363636367
80,1270.2365015306507,2.6565656565656566
55,630.9122283713978,2.676767676767677
68,857.4741958686445,2.6969696969696972
89,1515.9681814152968,2.717171717171717
88,1585.0941375281525,2.7373737373737375
86,1442.7527782372601,2.757575757575758
78,1186.0009384722603,2.7777777777777777
86,1488.227869418624,2.7979797979797985
80,1294.1161861566086,2.8181818181818183
63,765.6974652526653,2.8383838383838382
73,1011.6837988762426,2.858585858585859
57,620.9383472592644,2.878787878787879
73,1019.5307410258226,2.8989898989898992
98,1947.7199737867772,2.9191919191919196
50,492.9835225944819,2.9393939393939394
82,1386.2525610201728,2.95959595959596
57,725.581708270089,2.97979797979798
57,696.7720999906004,3
