x,y,z
50,539.3516686425507,1
64,824.5098864870956,1.02020202020202
70,1081.1459903324007,1.0404040404040404
98,1986.494496415406,1.0606060606060606
77,1225.5381672468156,1.0808080808080809
52,565.8630409949719,1.101010101010101
51,539.5143530819736,1.121212121212121
97,1904.265525151908,1.1414141414141414
82,1390.555469508379,1.1616161616161615
58,716.280605535161,1.1818181818181819
52,562.23532554916,1.202020202020202
90,1729.4437359525566,1.2222222222222223
66,911.350873388345,1.2424242424242424
57,830.5158109214198,1.2626262626262625
93,1816.4909410790895,1.2828282828282829
86,1552.0030734174832,1.303030303030303
69,1008.8691124233638,1.3232323232323233
91,1614.1925121070497,1.3434343434343434
74,1159.6591901097229,1.3636363636363638
81,1311.4853636263706,1.3838383838383839
74,1186.1079312790016,1.404040404040404
58,761.9031243598514,1.4242424242424243
77,1169.0547912869622,1.4444444444444444
51,579.2922037116001,1.4646464646464648
76,1164.957329199903,1.4848484848484849
57,660.7830204242681,1.5050505050505052
94,1741.5829963267151,1.5252525252525253
71,1018.6257689395943,1.5454545454545454
72,1132.9783641220556,1.5656565656565657
85,1432.3923996877134,1.5858585858585859
99,1981.0325127686885,1.606060606060606
98,1913.3267603951285,1.6262626262626263
82,1340.3984584865857,1.6464646464646466
84,1435.3143664666145,1.6666666666666667
53,498.8018319095099,1.6868686868686869
64,792.5217250364989,1.7070707070707072
67,879.6798462666427,1.7272727272727273
60,693.7049843386743,1.7474747474747474
62,718.8113256008431,1.7676767676767677
77,1190.0767716160954,1.787878787878788
68,880.6974751137342,1.8080808080808082
98,1866.2709348955302,1.8282828282828283
77,1191.9424641863332,1.8484848484848486
87,1506.8642989582454,1.8686868686868687
83,1435.8173266501303,1.8888888888888888
84,1421.9244188256985,1.9090909090909092
88,1597.1380603719308,1.9292929292929295
96,1841.9847919435233,1.9494949494949496
69,991.540306335076,1.9696969696969697
52,528.1295260138538,1.98989898989899
56,617.7732736243302,2.0101010101010104
63,836.941604990699,2.0303030303030303
81,1317.5708534446171,2.0505050505050506
77,1183.7739507105255,2.070707070707071
99,2059.4572222765123,2.090909090909091
92,1792.0578192664018,2.111111111111111
76,1232.4643758177344,2.1313131313131315
67,959.793811727402,2.1515151515151514
100,2103.169957747561,2.1717171717171717
54,652.6390425086203,2.191919191919192
93,1810.8657380889915,2.212121212121212
60,771.008707822486,2.2323232323232327
73,1142.4933328653694,2.2525252525252526
91,1672.290281548651,2.272727272727273
95,1853.3504650042757,2.2929292929292933
84,1461.0507483218237,2.313131313131313
89,1618.3503061981544,2.3333333333333335
78,1269.185205703543,2.353535353535354
65,948.8861126069214,2.3737373737373737
98,1970.5335042215688,2.393939393939394
65,868.239719801919,2.4141414141414144
64,883.8829148542986,2.4343434343434343
64,865.5412926592815,2.4545454545454546
55,629.4660380595719,2.474747474747475
92,1715.4102751989683,2.494949494949495
53,541.3743423926204,2.5151515151515156
100,2002.7687103942653,2.5353535353535355
87,1485.04022173343,2.5555555555555554
75,1048.354759026694,2.575757575757576
88,1551.7098226942492,2.595959595959596
85,1316.1226917681051,2.6161616161616164
86,1488.4581988002833,2.6363636363636367
67,860.2242812902679,2.6565656565656566
60,718.9304102655071,2.676767676767677
100,1996.5589799476518,2.6969696969696972
90,1549.7234899870416,2.717171717171717
60,576.0336109185045,2.7373737373737375
89,1474.8515792975363,2.757575757575758
70,976.6010221473138,2.7777777777777777
82,1317.7525447486425,2.7979797979797985
58,620.4298418244043,2.8181818181818183
91,1626.0387217582204,2.8383838383838382
79,1294.8243032762007,2.858585858585859
59,661.1749106584141,2.878787878787879
88,1533.3254417169367,2.8989898989898992
77,1113.0451623947708,2.9191919191919196
97,1917.346791831561,2.9393939393939394
57,615.6271430473982,2.95959595959596
88,1578.4642563707705,2.97979797979798
90,1689.6717302191569,3
